Word,Mean,SD,Median,Min,Max,N
attractive,5.5,1.6681153124565982,6,1,7,24
attribute,3.5,1.7389104415724013,3.5,1,6,22
auctioneer,5.130434782608695,1.8902704911319619,5,1,7,23
audacious,4.65,2.1095023109728985,5,1,7,20
audacity,4.545454545454546,1.7654696590094991,5,1,7,22
audible,4.478260869565218,1.927541184971892,5,1,7,23
audience,5.708333333333333,1.7062332443303205,6,1,7,24
audio,2.75,1.8939262186630001,2,1,6,24
audit,4.478260869565218,2.04204810773603,5,1,7,23
audition,5.363636363636363,1.4653279998642446,5,1,7,22
auditor,4.695652173913044,1.6904755277381045,5,1,7,23
auditorium,5.285714285714286,1.7361698402764962,6,1,7,21
auditory,3.5454545454545454,2.324348812591906,3,1,7,22
aura,2.8181818181818183,1.8422647458873531,2,1,7,22
auspicious,4.333333333333333,2.1984843263788196,5,1,7,21
authentic,3.6818181818181817,2.2758852518643553,4.5,1,7,22
authenticity,4.625,2.1226009475661445,5.5,1,7,24
author,3.9583333333333335,2.255026591314664,5,1,7,24
authorize,5.086956521739131,1.64905051133457,5,1,7,23
autism,5.045454545454546,2.27778657655007,6,1,7,22
autistic,4.956521739130435,2.225436849241172,6,1,7,23
autobiographical,4.391304347826087,2.210288554481325,4,1,7,23
autobiography,4.857142857142857,1.9048809486609468,5,1,7,21
autograph,4.875,1.8252456654188867,5,1,7,24
autographed,5.809523809523809,1.6315344807587615,7,1,7,21
automated,3,2.2038926600773587,2,1,7,22
automatic,1.72,0.9797958971132712,1,1,5,25
automobile,2.619047619047619,1.8567765206451334,2,1,6,21
automotive,3.4545454545454546,1.9694638556693238,4,1,7,22
autonomy,4.190476190476191,1.913610399716923,4,1,7,21
autopilot,2.5454545454545454,1.8446130766633426,2,1,7,22
autumn,2.1176470588235294,1.3173056280328643,2,1,5,17
auxiliary,4.428571428571429,1.804755622554715,5,1,7,21
avail,3.4285714285714284,1.886038933093073,3,1,7,21
avalanche,1.2222222222222223,0.5483188805533162,1,1,3,18
avenge,5.15,2.3457688673327066,6,1,7,20
avenue,2.95,1.820208200931103,3,1,7,20
aversion,3.0869565217391304,1.9751419621766402,2,1,7,23
aviation,4.05,2.41650029675366,4,1,7,20
aviator,4.2,2.2384204957490614,5,1,7,20
avoid,3.260869565217391,2.093656898702881,2,1,7,23
avoidance,3.090909090909091,1.8493007921680615,3.5,1,6,22
await,3.888888888888889,1.640978506110406,4,1,7,18
awake,3.608695652173913,2.147707666639916,4,1,7,23
awaken,3,2.1669453555438456,2,1,7,24
awakening,3.727272727272727,1.8304779022564983,4,1,7,22
awareness,3.9565217391304346,1.551487874430841,4,2,7,23
awe,3.608695652173913,2.12643813228478,4,1,7,23
awesome,4,1.9023794624226837,4,1,7,22
awful,3.608695652173913,1.9940623322705429,4,1,7,23
awkward,4.476190476190476,2.0400746951777924,5,1,7,21
axe,1.375,0.7696696072652383,1,1,4,24
baby,5.409090909090909,2.015631554320026,6.5,1,7,22
babysit,5.3478260869565215,1.5842605287404283,6,2,7,23
bachelor,4.863636363636363,2.2317077498004707,6,1,7,22
backboard,1.6363636363636365,1.0021621646864365,1,1,4,22
backbone,1.75,1,1.5,1,4,16
backdoor,2,1.348399724926484,1,1,5,23
backdrop,2.1363636363636362,1.4895015000377538,1.5,1,6,22
backer,4.7272727272727275,2.1421355206299597,6,1,7,22
backfire,2.8636363636363638,1.8072724659646,2,1,7,22
backgammon,3.761904761904762,1.7579750255553093,4,1,7,21
background,2.9565217391304346,1.6645572949412983,3,1,6,23
backpack,1.875,1.3290238326779873,1,1,6,24
backroom,2.909090909090909,1.9495809295501945,2,1,7,22
backside,2.5238095238095237,1.503963018795596,3,1,6,21
backtrack,2.4761904761904763,1.8060744065250363,2,1,7,21
backup,3.5238095238095237,1.9904534061124772,4,1,7,21
backwoods,1.565217391304348,0.99206336658509775,1,1,4,23
bacterial,3,2.1821789023599236,2,1,7,22
badass,3.8095238095238093,2.0154167712671147,3,1,7,21
badger,2.5789473684210527,1.9239943830388155,2,1,7,19
badness,4.1,2.125038699338017,4.5,1,7,20
balance,3.652173913043478,1.6126966589641067,4,1,7,23
balcony,2.2222222222222223,1.699673171197595,1,1,6,18
ballad,4,2.047065262876636,4,1,7,22
ballerina,4.695652173913044,2.141256695763997,5,1,7,23
ballistic,2.4583333333333335,1.6412923504696368,2,1,5,24
ballistics,2.5,1.819209666180292,2,1,7,22
balloon,2.0869565217391304,1.7297672854057795,1,1,7,23
ballplayer,5.25,1.8883298106221302,5.5,1,7,20
ballroom,4.363636363636363,2.401298350108492,5,1,7,22
ban,3.9545454545454546,2.1486933510585255,4,1,7,22
bandage,2.391304347826087,2.230758746476238,1,1,7,23
bandstand,4.285714285714286,1.927248223318863,4,1,7,21
bandwagon,3.857142857142857,2.1745278633697542,4,1,7,21
bandwidth,2.1052631578947367,1.9406395521438362,1,1,7,19
banger,2.608695652173913,2.0832476925744094,2,1,7,23
banish,5.136363636363637,1.833431717155526,5.5,1,7,22
bankroll,3.4210526315789473,2.268523491262402,3,1,7,19
bankrupt,4.130434782608695,2.2218818360301325,4,1,7,23
bankruptcy,4.523809523809524,2.2498677209793385,4,1,7,21
banner,2.6956521739130435,1.6633695978261511,3,1,7,23
banquet,5.571428571428571,2.014235055087379,7,1,7,21
banter,5.7727272727272725,1.743882318599951,6,1,7,22
baptism,5.3478260869565215,1.7737657847891128,6,1,7,23
barbarian,4.695652173913044,2.141256695763997,5,1,7,23
barbaric,3.6363636363636362,1.6488222216523887,4,1,6,22
barbecue,5.190476190476191,1.8060744065250363,5,1,7,21
bare,2.1578947368421053,1.6419215671732124,1,1,6,19
bargain,4.958333333333333,1.6544844636864107,5,1,7,24
bargaining,5.380952380952381,2.2243244025139517,7,1,7,21
baritone,2.65,1.954078056944394,2,1,7,20
barkeep,3.35,2.2307657406087453,3,1,7,20
barman,5.791666666666667,1.6934443076725039,6.5,1,7,24
barnacle,2.05,1.3562719801759993,1.5,1,5,20
barnyard,2.5652173913043477,2.191431391009533,2,1,7,23
barometer,1.8695652173913044,1.423962072595237,1,1,7,23
barracuda,1.55,1.145931016569864,1,1,5,20
barren,1.5555555555555556,0.7838233761296739,1,1,3,18
barricade,2.869565217391304,1.575504185565744,3,1,7,23
bartender,6,1.5075567228888183,7,2,7,23
barter,5.238095238095238,1.9210612146613628,5,1,7,21
baseball,5.208333333333333,2.021174145771767,6,1,7,24
baseline,2.1904761904761907,1.6315344807587615,2,1,7,21
bash,3.5454545454545454,1.8186146670912195,3,1,7,22
bashful,4,2.246690688016276,3.5,1,7,22
basics,2.24,1.614517471774978,1,1,6,25
basis,2.36,1.823001188516709,1,1,7,25
bask,3.0526315789473686,1.985326287499427,3,1,7,19
basket,2.2857142857142856,2.194148061158525,1,1,7,21
basketball,5.0476190476190474,2.3124919562279667,5,1,7,21
bastard,3.68,1.973153144926499,4,1,7,25
bathing,3,1.651445647689541,3,1,7,23
battalion,4.555555555555555,2.148110584901839,5,1,7,18
battered,3.0454545454545454,2.2355839277100507,2,1,7,22
battering,3.9166666666666665,2.430184581765195,3,1,7,24
battery,1.9565217391304348,1.609016098839322,1,1,7,23
battle,5.863636363636363,1.8846612565519705,7,1,7,22
battlefield,5.56,1.556705923844749,6,3,7,25
battleground,5.45,2.163695668842645,6,1,7,20
battleship,3.0952380952380953,2.3217399058628834,2,1,7,21
bawl,4.428571428571429,2.3784749015162756,5,1,7,21
bay,2.9047619047619047,1.7001400502535637,2,1,7,21
bazaar,4.708333333333333,2.3861769799640062,6,1,7,24
bazooka,1.9090909090909092,1.7432616094439293,1,1,7,22
bead,1.7619047619047619,1.1791845447071423,1,1,5,21
beady,2.588235294117647,2.1230527410256372,2,1,7,17
beaker,1.55,1.4317821063276353,1,1,7,20
bearable,3.25,2.0054274183910974,3,1,7,24
bearings,2.1818181818181817,1.7357957866601166,1,1,7,22
bearskin,1.5789473684210527,1.0706067580626215,1,1,5,19
beater,3.789473684210526,2.016017729430998,4,1,7,19
beauty,5.565217391304348,1.4717363572115556,6,2,7,23
become,3.56,2.0631690833925043,3,1,7,25
bedroom,2.9545454545454546,2.0348691949834614,2,1,7,22
bedside,2.391304347826087,1.9711355849030645,2,1,7,23
bedspread,2.1904761904761907,1.503963018795596,1,1,5,21
bedtime,4.304347826086956,1.794810261146784,4,1,7,23
beefsteak,3,2.226324715563845,2,1,7,24
beer,4.043478260869565,1.8703004345331846,4,1,7,23
befriend,6.608695652173913,0.6563764465043606,7,5,7,23
beg,5,2.138089935299395,5,1,7,22
beggar,5.043478260869565,1.8703004345331846,5,1,7,23
begin,2.9130434782608696,1.9980227380237892,2,1,7,23
beginner,4.208333333333333,2.1463653132612386,4,1,7,24
beginning,2.2083333333333335,1.5597983890531344,1,1,5,24
begrudge,4.888888888888889,2.2980525998405663,5.5,1,7,18
behave,4.6,2.1618705350983247,5,1,7,20
behavior,5.5,1.7389104415724013,6,2,7,22
behavioral,5.608695652173913,1.5296800151066237,6,2,7,23
behold,2.6818181818181817,1.3232846447693145,3,1,5,22
beholden,4.416666666666667,2.0834057958412537,4.5,1,7,24
beige,1.4,0.816496580927726,1,1,4,25
belief,5.041666666666667,1.8528278426483,5,1,7,24
believable,4.363636363636363,2.1502038562370367,5,1,7,22
believer,4.615384615384615,2.0606197723388577,5,1,7,26
belittle,4.238095238095238,2.5080821737886083,4,1,7,21
bellboy,3.55,2.0124611797498106,3,1,7,20
bellman,3.5454545454545454,2.1095536139706073,3,1,7,22
bellow,3.0454545454545454,2.0113315354397807,3,1,7,22
bellyful,2.8947368421052633,1.7286711930171255,2,1,6,19
belongings,3.238095238095238,1.841324574993825,3,1,7,21
benefactor,4.954545454545454,1.8892496048071756,5,1,7,22
beneficial,3.92,1.8466185312619388,5,1,7,25
beneficiary,5.375,1.7646898976258147,6,2,7,24
benefit,3.6363636363636362,2.08270553311368,3.5,1,7,22
benevolent,5.043478260869565,2.163294223454868,6,1,7,23
beret,2.6,2.112618729145617,2,1,7,20
bestow,4.2272727272727275,1.9255628288353013,5,1,7,22
bestseller,4.9,2.2454632624823536,6,1,7,20
bet,4.541666666666667,2.2062986251159216,5,1,7,24
beta,2.4347826086956523,1.6466518911393766,2,1,6,23
betray,5.6103896103896105,1.8210774508851453,6,1,7,539
betrayal,6.125,1.6500988112705621,7,1,7,24
beverage,3.5217391304347827,2.3133911593430287,3,1,7,23
beware,3.227272727272727,1.7163587753985021,3,1,6,22
bias,4.761904761904762,1.813966976126134,5,1,7,21
bible,4.863636363636363,2.2948276114413835,5.5,1,7,22
biblical,4.4,2.186080366414065,5,1,7,20
bicarbonate,1.7,1.3018205875255096,1,1,5,20
bicentennial,2.6666666666666665,1.591644851508443,2,1,5,21
bicker,5.545454545454546,1.9451349011186303,6.5,1,7,22
bicycle,2.3636363636363638,1.760558746411803,1.5,1,6,22
bid,3.1363636363636362,2.188616752664406,2,1,7,22
bidder,4.7894736842105265,2.1233869006435357,5,1,7,19
bidding,5.055555555555555,1.924217861647939,5.5,1,7,18
bide,2.5238095238095237,1.8873009198071096,2,1,7,21
bigmouth,4.8,2.0416711421361615,5,1,7,20
bigot,5.375,1.929462642021483,6.5,1,7,24
bilateral,4.555555555555555,2.064325049137546,5,1,7,18
billboard,2.8095238095238093,2.2498677209793385,2,1,7,21
billiard,3,2.211083193570267,2,1,7,19
billing,3.7142857142857144,2.1712405933672376,4,1,7,21
billionaire,5.05,1.8488972531299783,5,1,7,20
bimbo,4.4,1.930366749991743,4.5,1,7,20
binary,3,2.16794833886788,2,1,7,21
bind,2.5,1.3178930553209385,2,1,5,20
binding,3.4545454545454546,1.7922391615298479,3.5,1,7,22
binge,3.6363636363636362,1.81384764796917,4,1,7,22
binoculars,2.2916666666666665,1.8528278426483,1,1,7,24
bio,3.5217391304347827,2.2936585546278225,3,1,7,23
biochemical,1.7727272727272727,1.4778303975702638,1,1,7,22
biochemistry,2.411764705882353,1.8048138245194352,1,1,6,17
biographer,4.913043478260869,2.1087058391832496,6,1,7,23
biography,4.6,2.112618729145617,5,1,7,20
biological,3.761904761904762,1.7001400502535637,4,1,7,21
biologist,4.181818181818182,2.038588765750502,4,1,7,22
biology,3.1739130434782608,1.9691293395130816,4,1,7,23
bionic,2.0434782608695654,1.6370222653443665,1,1,6,23
bipolar,4.434782608695652,2.018687398838475,5,1,7,23
birch,1.25,0.7163503994113789,1,1,4,20
birdie,2.8260869565217392,1.8745223370487911,3,1,7,23
birth,5.909090909090909,1.6008655667389946,7,1,7,22
birthday,5.571428571428571,1.776835067512699,6,1,7,21
birthing,5.714285714285714,1.230563169563316,6,2,7,21
birthmark,2.75,2.0054274183910974,2,1,7,24
birthplace,4.166666666666667,1.809796209201627,4,1,7,24
bisexual,5.24,1.8547236990991407,6,1,7,25
bit,1.88,1.5631165450257807,1,1,7,25
bitch,4.2272727272727275,2.348896765998033,4.5,1,7,22
bitchy,5.130434782608695,2.05170323536517,6,1,7,23
bitter,3.5833333333333335,2.165272684236664,3.5,1,7,24
bitterness,4.666666666666667,1.632993161855452,4,2,7,24
bittersweet,3.409090909090909,1.8428521091243042,3,1,6,22
bizarre,3.4,1.7795130420052185,3,1,7,25
blab,4.142857142857143,2.197401062294143,4,1,7,21
blackberry,2.1818181818181817,1.918242341221171,1,1,7,22
blackbird,2.3636363636363638,1.6488222216523887,2,1,7,22
blackboard,1.9565217391304348,1.7704201060140095,1,1,7,23
blacken,2.3636363636363638,1.9650628136199264,1,1,7,22
blackjack,3.8333333333333335,2.315668119696713,3.5,1,7,24
blacklist,4.48,2.1039645117412666,5,1,7,25
blackmail,5.541666666666667,1.7189270330434436,6,1,7,24
blackmailer,5.6521739130434785,1.525799213889796,6,1,7,23
blackness,2.0454545454545454,1.8638739158070683,1,1,7,22
blacksmith,3,2.04494943258218,2,1,7,23
blame,5.681818181818182,1.5549112250379176,6,1,7,22
blameless,3.4545454545454546,1.9451349011186303,3,1,7,22
bland,2.25,1.3717065820970682,2,1,5,20
blank,1.434782608695652,0.99206336658509775,1,1,5,23
blanket,1.8333333333333333,1.4939491483885972,1,1,6,24
blasphemous,4.083333333333333,1.7173454405910422,4.5,1,7,24
blasphemy,4.043478260869565,2.099312893426306,4,1,7,23
blastoff,1.9545454545454546,1.1742179860604585,1,1,4,22
blatant,3.4285714285714284,2.2264642052238024,3,1,7,21
blazer,2.05,1.190974832912761,2,1,5,20
bleach,2.0454545454545454,1.5879688352247414,1,1,7,22
bleak,2.7142857142857144,1.927248223318863,3,1,7,21
bleed,3.0833333333333335,2.0834057958412537,3,1,7,24
bleeder,2.8,2.1908902300206643,1.5,1,7,20
bleep,1.5714285714285714,0.9258200997725514,1,1,4,21
blender,2.1818181818181817,1.651445647689541,1,1,6,22
bless,4.545454545454546,1.8702501163843028,5,1,7,22
blessed,3.92,2.05993527406405,4,1,7,25
blessing,5.090909090909091,1.8493007921680615,5.5,2,7,22
blindfold,2.347826086956522,1.873467753372046,1,1,7,23
blinding,2.4545454545454546,1.8702501163843028,2,1,7,22
blindness,3.391304347826087,1.9940623322705429,3,1,7,23
blip,2,1.4142135623730951,1,1,5,18
bliss,3.85,2.058998223459779,4,1,7,20
blissful,4.826086956521739,2.1669453555438456,6,1,7,23
blister,1.3333333333333333,0.701964118163034,1,1,3,24
blistering,2.65,1.7252002172135512,3,1,7,20
blitz,3.65,2.084403234046921,4,1,7,20
blizzard,1.375,1.1726039399558574,1,1,6,24
bloat,2.1904761904761907,1.5368489717290903,2,1,6,21
bloated,3,1.760681686165901,3,1,7,21
blockade,3.45,2.3050288273114594,3,1,7,20
blockage,2.260869565217391,1.8394018618796073,1,1,7,23
blockbuster,3.347826086956522,2.0584348787847597,3,1,7,23
blockhead,2.6,1.729009451741235,2,1,6,20
bloke,4.478260869565218,1.9038135226050252,5,1,7,23
blond,2.4782608695652173,1.7804382815218,2,1,7,23
blood,2.652173913043478,1.555304578536246,3,1,7,23
bloodbath,3.4545454545454546,2.2409027247172113,3.5,1,7,22
bloodhound,2,1.51657508881031,1,1,7,21
bloodline,5.72,1.5947831618540915,6,1,7,25
bloodshed,4.913043478260869,2.0206444399174166,5,1,7,23
bloodshot,2.6956521739130435,1.9408241597250206,2,1,7,23
bloodstream,3.263157894736842,2.305599590927317,2,1,7,19
bloomers,2.6,1.8929694486000912,2,1,7,25
blooming,2.6818181818181817,2.0327406701383803,2,1,7,22
blot,1.826086956521739,1.336623082556236,1,1,6,23
blouse,1.9523809523809523,1.8835124230062958,1,1,7,21
blowfish,1.4782608695652173,0.9940534656094302,1,1,4,23
blowout,2.9473684210526314,2.1206310436735127,3,1,7,19
blowtorch,2.1578947368421053,1.675415633166782,1,1,7,19
blueberry,1.5315985130111525,1.2205280364129445,1,1,7,538
bluebird,1.6521739130434783,1.1912062508297252,1,1,5,23
blueprint,3,2.1213203435596424,3,1,7,21
blues,3.55,2.0894471693929497,4,1,7,20
bluff,3.347826086956522,1.873467753372046,4,1,7,23
blunder,3.590909090909091,1.9918665787478005,3,1,7,22
blunt,4.809523809523809,1.8060744065250363,5,2,7,21
blur,1.9090909090909092,1.444499943433743,1,1,5,22
blurt,4.428571428571429,2.134746555716359,4,1,7,21
blush,4.857142857142857,1.9048809486609468,5,1,7,21
boa,2,1.4142135623730951,1,1,5,18
boar,1.565217391304348,1.1609591237233643,1,1,6,23
board,2.6,1.7559422921421233,2,1,7,25
boarder,3.1052631578947367,2.1575381248622048,3,1,7,19
boarding,4.173913043478261,1.9691293395130816,4,1,7,23
boardroom,4.545454545454546,2.463587641888161,5.5,1,7,22
boardwalk,2.857142857142857,1.740279123753264,3,1,7,21
boast,5.125,1.918162617216527,5.5,1,7,24
boathouse,3.0952380952380953,2.119074371152695,2,1,7,21
boating,3.9545454545454546,2.380021463033929,4,1,7,22
boatload,2.3333333333333335,1.983263304085802,1,1,7,21
boatman,3.92,2.1,4,1,7,25
bode,2.238095238095238,1.445847914020071,2,1,5,21
bodily,2.4545454545454546,1.5954480704349312,2,1,6,22
bodyguard,4.5,1.9210612146613628,5,1,7,22
bogeyman,3.0454545454545454,2.0348691949834614,2.5,1,7,22
bogus,2,1.2747548783981961,1,1,4,17
bohemian,4.571428571428571,2.014235055087379,5,1,7,21
bold,3.92,2.361496700541135,4,1,7,25
bombardier,3.4347826086956523,1.6188123299764536,4,1,6,23
bombardment,4.125,2.0067819794495563,4.5,1,7,24
bomber,3.409090909090909,2.1747269321542944,3.5,1,7,22
bombshell,2.130434782608696,1.3916748518532023,2,1,6,23
bonbon,2.0454545454545454,1.785584410861522,1,1,7,22
bondage,4.7,2.2501461940809184,5,1,7,20
bonding,5.9523809523809526,1.8021151593666394,7,1,7,21
bondsman,4.368421052631579,2.2903305514898324,5,1,7,19
bonehead,3.090909090909091,2.1360642693445726,2,1,7,22
bonfire,3.238095238095238,2.427030323353252,3,1,7,21
bong,3.272727272727273,2.229281716090851,3,1,7,22
bonkers,3.3157894736842106,2.23737523746384,3,1,7,19
bonnet,1.565217391304348,1.2367878835009274,1,1,6,23
bonus,3.380952380952381,2.246690688016276,3,1,7,21
boogeyman,3.2222222222222223,2.1019754169815523,2.5,1,7,18
boogie,3.090909090909091,2.368626101855168,2,1,7,22
bookcase,2.2083333333333335,1.793203755891931,1,1,6,24
bookkeeper,3.9545454545454546,2.3192213949487184,4,1,7,22
bookkeeping,3.5416666666666665,1.9332146390351252,3.5,1,7,24
booklet,2.48,1.8734993995195195,2,1,7,25
bookmaker,4.260869565217392,2.1578059417411564,4,1,7,23
bookmark,2.2857142857142856,1.927248223318863,1,1,7,21
bookshop,4.285714285714286,2.1246848505803664,5,1,7,21
bookworm,3.739130434782609,2.32021533687849,3,1,7,23
boomerang,2,1.4142135623730951,2,1,7,25
boon,3.75,2.173403830521681,4,1,7,20
boost,2.347826086956522,1.6406399985198103,2,1,6,23
booster,2.130434782608696,1.3247417527437002,2,1,6,23
bootleg,2.3684210526315788,1.9779486094826595,2,1,7,19
bootlegger,3.55,2.438183102661747,3.5,1,7,20
borderline,3.391304347826087,1.7771051648111371,4,1,7,23
boredom,4.043478260869565,2.4210865492690226,4,1,7,23
born,5.454545454545454,1.4712247158412493,6,2,7,22
borrow,4.826086956521739,1.749082198625727,5,1,7,23
bossy,5.428571428571429,1.9383350734955134,6,1,7,21
botanical,2.142857142857143,1.6212869667555552,1,1,7,21
botany,2.0476190476190474,1.8021151593666394,1,1,7,21
bottle,1.8695652173913044,1.5167053955587406,1,1,7,23
bottleneck,2.16,1.7,1,1,6,25
bottling,1.7272727272727273,1.315903389919538,1,1,5,22
bounce,2.1739130434782608,1.669299633026418,1,1,7,23
bouncy,2.238095238095238,1.5781242633190171,1,1,6,21
bound,4.5,1.6151457061744965,5,1,7,24
boundary,3.5714285714285716,1.886038933093073,4,1,6,21
bountiful,3.4761904761904763,2.379475732573199,2,1,7,21
bounty,3.6818181818181817,1.9612038003023413,3,1,7,22
bourbon,2.409090909090909,1.8428521091243042,2,1,7,22
bout,3.9047619047619047,2.2782616597915593,4,1,7,21
boutique,3.9545454545454546,2.1264160039007,3.5,1,7,22
bowel,1.5263157894736843,0.8411910241920598,1,1,3,19
bowels,1.55,1.3168942730211068,1,1,6,20
bowl,1.7272727272727273,1.4534628005401833,1,1,5,22
bowling,5.909090909090909,1.3769908845391448,6,1,7,22
boxing,4.818181818181818,2.2175998100985033,5.5,1,7,22
boycott,5.083333333333333,2.0834057958412537,6,1,7,24
boyfriend,6.684210526315789,0.8200698871944031,7,4,7,19
boyhood,4.608695652173913,2.0832476925744094,5,1,7,23
